Field1,day,is_member,start_stat,index,Code,name,latitude,longitude,trip_per_d,cluster,FID1,FID_1,Field1_1,day_1,is_membe_1,start_st_1,index_1,Code_1,name_1,latitude_x,longitude_,year_x,trip_c,emplacemen,pk,FID_,latitude_y,longitude1,year_y,X_x,Y_x,cluster_1,X_y,Y_y,X_mean,Y_mean,FID_2,DAUID,CDNAME,DAU,OID_,DAU_1,pop_2016,popden,age_0_14,age_15_30,age_30_45,age_p_45,lang_e,lang_f,lang_ef,inc_em,inc_aft,inc_low_,edu_unideg,to_work_ca,to_work_pt,to_work_wa,to_work_bi
361,199,18542,23128,6411,6411,Clark / Prince-Arthur,45.51330257000,-73.57296109000,116.22110550000,274,0,366,733,202,0.00000000000,0.00000000000,326,0.00000000000,Clark / Prince-Arthur,45.51330300000,-73.57296100000,2022,38931,38931.00000000000,326.00000000000,801,45.51330300000,-73.57296100000,2022,299099,5041490,274,299099.00000000000,5041490.00000000000,299099.00000000000,5041490.00000000000,351,24661269,Montr?Ñal,24661269,1161,24661269,494,10143.70000000000,0.04048583000,0.36437247000,0.27327935200,0.32186234800,0.19191919200,0.12121212100,0.65656565700,28096,27072,0.39400000000,0.42857142900,0.12500000000,0.37500000000,0.35000000000,0.12500000000
362,198,3481,4001,6412,6412,Complexe sportif Claude-Robillard,45.55326200000,-73.63861500000,20.20707071000,78,0,367,735,60,0.00000000000,0.00000000000,227,0.00000000000,Complexe sportif Claude-Robillard,45.55326200000,-73.63861500000,2022,1691,1691.00000000000,227.00000000000,718,45.55326200000,-73.63861500000,2022,293977,5045940,78,293976.33333300000,5045930.00000000000,293976.33333300000,5045930.00000000000,1578,24662603,Montr?Ñal,24662603,2399,24662603,1428,4293.40000000000,0.07703081200,0.31862745100,0.24509803900,0.35924369700,0.03859649100,0.27719298200,0.68070175400,66048,53845,0.09900000000,0.39273927400,0.56603773600,0.38679245300,0.03773584900,0.01886792500
364,198,2793,3362,6414,6414,Parc St-Henri (Laporte / Guay),45.48013379000,-73.58590811000,16.97979798000,167,0,369,738,202,0.00000000000,0.00000000000,774,0.00000000000,Parc St-Henri (Laporte / Guay),45.48013380000,-73.58590810000,2022,3884,3884.00000000000,774.00000000000,1128,45.48013380000,-73.58590810000,2022,298084,5037800,167,298084.00000000000,5037800.00000000000,298084.00000000000,5037800.00000000000,2713,24662136,Montr?Ñal,24662136,1966,24662136,1767,21841.80000000000,0.06508206000,0.26881720400,0.49801924200,0.16808149400,0.09714285700,0.09714285700,0.80285714300,63424,51296,0.15400000000,0.44142614600,0.38695652200,0.45652173900,0.10434782600,0.03913043500
365,199,3334,3949,6415,6415,de Melrose / Sherbrooke,45.46981979000,-73.61696139000,19.84422111000,488,0,370,740,202,0.00000000000,0.00000000000,347,0.00000000000,de Melrose / Sherbrooke,45.46982000000,-73.61696100000,2022,5993,5993.00000000000,347.00000000000,820,45.46982000000,-73.61696100000,2022,295655,5036660,488,295655.00000000000,5036660.00000000000,295655.00000000000,5036660.00000000000,2939,24662161,Montr?Ñal,24662161,1989,24662161,698,14819.50000000000,0.15759312300,0.24355300900,0.32951289400,0.26934097400,0.17857142900,0.05714285700,0.76428571400,58304,51776,0.17100000000,0.41991342000,0.34090909100,0.48863636400,0.06818181800,0.05681818200
366,199,3209,3795,6416,6416,Notre-Dame-de-Gr?Êce / D?Ñcarie,45.47735334000,-73.61537218000,19.07035176000,45,0,371,742,147,0.00000000000,0.00000000000,352,0.00000000000,Notre-Dame-de-Gr?Êce / D?Ñcarie,45.47735300000,-73.61537200000,2022,2742,2742.00000000000,352.00000000000,825,45.47735300000,-73.61537200000,2022,295780,5037500,45,295789.33333300000,5037516.66667000000,295789.33333300000,5037516.66667000000,1078,24663286,Montr?Ñal,24663286,3052,24663286,691,14516.80000000000,0.18089725000,0.19536903000,0.31114327100,0.31259044900,0.15827338100,0.12949640300,0.68345323700,62848,54400,0.19400000000,0.44285714300,0.37096774200,0.50000000000,0.09677419400,0.03225806500
367,194,3844,4303,6417,6417,de la Salle / Hochelaga,45.55415230000,-73.54749352000,22.18041237000,23,0,373,745,202,0.00000000000,0.00000000000,1149,0.00000000000,Letourneux / Hochelaga,45.55465890000,-73.54660300000,2022,5199,5199.00000000000,1149.00000000000,1325,45.55465890000,-73.54660300000,2022,301162,5046080,23,301127.00000000000,5046055.00000000000,301127.00000000000,5046055.00000000000,2853,24662053,Montr?Ñal,24662053,1890,24662053,606,16512.30000000000,0.08250825100,0.21452145200,0.36303630400,0.33993399300,0.03571428600,0.35714285700,0.59821428600,36480,33365,0.31300000000,0.30597014900,0.41818181800,0.52727272700,0.03636363600,0.03636363600
368,171,886,1319,6418,6418,Par?Ñ / Mountain Sights,45.49810026000,-73.65294188000,7.71345029200,388,0,374,747,201,0.00000000000,0.00000000000,692,0.00000000000,Par?Ñ / Mountain Sights,45.49810000000,-73.65294200000,2022,4635,4635.00000000000,692.00000000000,1099,45.49810000000,-73.65294200000,2022,292847,5039810,388,292847.00000000000,5039810.00000000000,292847.00000000000,5039810.00000000000,1395,24660611,Montr?Ñal,24660611,576,24660611,1705,16222.60000000000,0.18181818200,0.24926686200,0.39296187700,0.17595307900,0.28445747800,0.15835777100,0.49560117300,50987,46208,0.26100000000,0.33333333300,0.50588235300,0.42352941200,0.05882352900,0.01764705900
369,197,1518,1978,6419,6419,Beaucourt / de la C??te-Ste-Catherine,45.49151300000,-73.63364900000,10.04060914000,247,0,375,749,202,0.00000000000,0.00000000000,361,0.00000000000,Beaucourt / de la C??te-Ste-Catherine,45.49151300000,-73.63364900000,2022,5175,5175.00000000000,361.00000000000,833,45.49151300000,-73.63364900000,2022,294354,5039070,247,294354.00000000000,5039070.00000000000,294354.00000000000,5039070.00000000000,977,24663194,Montr?Ñal,24663194,2970,24663194,591,6012.20000000000,0.19458544800,0.21996615900,0.38071066000,0.20473773300,0.20338983100,0.20338983100,0.56779661000,41856,39040,0.28000000000,0.29936305700,0.27118644100,0.57627118600,0.11864406800,0.00000000000
370,198,3641,4605,6420,6420,M?Ñtro Snowdon (de Westbury / Queen-Mary),45.48538473000,-73.62814218000,23.25757576000,378,0,376,751,202,0.00000000000,0.00000000000,354,0.00000000000,M?Ñtro Snowdon (de Westbury / Queen-Mary),45.48538500000,-73.62814200000,2022,11190,11190.00000000000,354.00000000000,826,45.48538500000,-73.62814200000,2022,294783,5038390,378,294783.00000000000,5038390.00000000000,294783.00000000000,5038390.00000000000,981,24663198,Montr?Ñal,24663198,2974,24663198,554,10715.70000000000,0.16245487400,0.30685920600,0.27075812300,0.25992779800,0.20909090900,0.09090909100,0.68181818200,55808,49579,0.24500000000,0.46745562100,0.31818181800,0.65909090900,0.04545454500,0.00000000000
371,199,6307,7306,6421,6421,Cartier / Rosemont,45.54124722000,-73.59104455000,36.71356784000,240,0,377,753,202,0.00000000000,0.00000000000,616,0.00000000000,Cartier / Rosemont,45.54124700000,-73.59104400000,2022,9028,9028.00000000000,616.00000000000,1042,45.54124700000,-73.59104400000,2022,297690,5044600,240,297690.00000000000,5044600.00000000000,297690.00000000000,5044600.00000000000,2673,24662099,Montr?Ñal,24662099,1930,24662099,587,10173.30000000000,0.15332197600,0.18739352600,0.35775127800,0.30153322000,0.00900900900,0.37837837800,0.61261261300,55168,47317,0.10800000000,0.38666666700,0.38333333300,0.38333333300,0.03333333300,0.20000000000
372,198,1824,2248,6422,6422,Fleury / Lajeunesse,45.55357893000,-73.66208285000,11.35353535000,83,0,378,755,201,0.00000000000,0.00000000000,1123,0.00000000000,Biblioth?Ðque d'Ahuntsic (Lajeunesse / Fleury),45.55340010000,-73.66225450000,2022,3600,3600.00000000000,1123.00000000000,1310,45.55340010000,-73.66225450000,2022,292132,5045960,83,292138.50000000000,5045970.00000000000,292138.50000000000,5045970.00000000000,670,24662529,Montr?Ñal,24662529,2327,24662529,732,3087.30000000000,0.12978142100,0.14344262300,0.35519125700,0.37158469900,0.04109589000,0.41780821900,0.51369863000,28480,27200,0.39000000000,0.31491712700,0.33333333300,0.59649122800,0.03508771900,0.03508771900
373,199,2792,3343,6423,6423,H??pital g?Ñn?Ñral juif (de la C??te Ste-Catherine / L?Ñgar?Ñ),45.49630200000,-73.62982200000,16.79899497000,74,0,379,757,141,0.00000000000,0.00000000000,369,0.00000000000,H??pital g?Ñn?Ñral juif (de la C??te Ste-Catherine / L?Ñgar?Ñ),45.49630200000,-73.62982200000,2022,5146,5146.00000000000,369.00000000000,840,45.49630200000,-73.62982200000,2022,294654,5039610,74,294653.33333300000,5039606.66667000000,294653.33333300000,5039606.66667000000,886,24660686,Montr?Ñal,24660686,643,24660686,358,8668.30000000000,0.16759776500,0.16759776500,0.34916201100,0.31564245800,0.57746478900,0.07042253500,0.33802816900,44160,40832,0.23900000000,0.24242424200,0.40000000000,0.60000000000,0.06666666700,0.00000000000
375,198,5462,7057,6425,6425,M?Ñtro de l'?ëglise (Ross / de l'?ëglise),45.46284605000,-73.56592163000,35.64141414000,248,0,381,761,202,0.00000000000,0.00000000000,13,0.00000000000,M?Ñtro de l'?ëglise (Ross / de l'?ëglise),45.46272600000,-73.56595900000,2022,11992,11992.00000000000,13.00000000000,621,45.46272600000,-73.56595900000,2022,299642,5035870,248,299643.50000000000,5035875.00000000000,299643.50000000000,5035875.00000000000,944,24661149,Montr?Ñal,24661149,1052,24661149,586,12032.90000000000,0.11092150200,0.23037542700,0.37542662100,0.28327645100,0.14529914500,0.25641025600,0.56410256400,38400,34816,0.29900000000,0.28767123300,0.10169491500,0.71186440700,0.08474576300,0.06779661000
376,199,10184,11373,6426,6426,M?Ñtro Verdun (Willibrord / de Verdun),45.45948769000,-73.57209206000,57.15075377000,210,0,382,763,202,0.00000000000,0.00000000000,199,0.00000000000,M?Ñtro Verdun (Willibrord / de Verdun),45.45948800000,-73.57209200000,2022,14123,14123.00000000000,199.00000000000,695,45.45948800000,-73.57209200000,2022,299162,5035510,210,299162.00000000000,5035510.00000000000,299162.00000000000,5035510.00000000000,1017,24661179,Montr?Ñal,24661179,1082,24661179,988,14724.30000000000,0.11639676100,0.23279352200,0.36437247000,0.28643724700,0.08121827400,0.27918781700,0.63451776600,52000,45632,0.16200000000,0.31496063000,0.28971962600,0.58878504700,0.05607476600,0.05607476600
377,199,8780,10422,6427,6427,M?Ñtro Lasalle (de Rushbrooke / Caisse),45.47069643000,-73.56542241000,52.37185930000,244,0,383,765,202,0.00000000000,0.00000000000,206,0.00000000000,M?Ñtro Lasalle (de Rushbrooke / Caisse),45.47069600000,-73.56542200000,2022,12860,12860.00000000000,206.00000000000,702,45.47069600000,-73.56542200000,2022,299685,5036750,244,299685.00000000000,5036750.00000000000,299685.00000000000,5036750.00000000000,810,24661137,Montr?Ñal,24661137,1040,24661137,651,15317.60000000000,0.09984639000,0.29185867900,0.39170506900,0.21658986200,0.10769230800,0.19230769200,0.66923076900,46720,42581,0.22100000000,0.32758620700,0.21126760600,0.64788732400,0.07042253500,0.02816901400
378,197,2248,2925,6428,6428,Berlioz / de l'?Žle des Soeurs,45.45998578000,-73.54395568000,14.84771574000,427,0,384,767,201,0.00000000000,0.00000000000,444,0.00000000000,Berlioz / de l'?Žle des Soeurs,45.45998600000,-73.54395600000,2022,4081,4081.00000000000,444.00000000000,904,45.45998600000,-73.54395600000,2022,301362,5035560,427,301362.00000000000,5035560.00000000000,301362.00000000000,5035560.00000000000,325,24661229,Montr?Ñal,24661229,1130,24661229,1167,12388.50000000000,0.23993144800,0.20137103700,0.41131105400,0.14738646100,0.11158798300,0.27896995700,0.56652360500,51328,46080,0.29200000000,0.36917562700,0.40217391300,0.47826087000,0.08695652200,0.02173913000
379,198,4641,5803,6429,6429,Place du Commerce,45.46714000000,-73.54259000000,29.30808081000,133,0,385,769,202,0.00000000000,0.00000000000,445,0.00000000000,Place du Commerce,45.46714000000,-73.54259000000,2022,8302,8302.00000000000,445.00000000000,905,45.46714000000,-73.54259000000,2022,301470,5036360,133,301470.00000000000,5036360.00000000000,301470.00000000000,5036360.00000000000,273,24661240,Montr?Ñal,24661240,1137,24661240,2392,3181.30000000000,0.14005016700,0.14423076900,0.33653846200,0.37918060200,0.15962441300,0.08685446000,0.72065727700,92928,74445,0.14800000000,0.43622047200,0.68867924500,0.27830188700,0.01886792500,0.00000000000
380,199,11405,13861,6432,6432,de Maisonneuve / Greene,45.48697062000,-73.58929306000,69.65326633000,183,0,386,771,202,0.00000000000,0.00000000000,636,0.00000000000,de Maisonneuve / Greene,45.48697100000,-73.58929300000,2022,16982,16982.00000000000,636.00000000000,1059,45.48697100000,-73.58929300000,2022,297820,5038560,183,297820.00000000000,5038560.00000000000,297820.00000000000,5038560.00000000000,2720,24662144,Montr?Ñal,24662144,1973,24662144,804,13223.70000000000,0.04975124400,0.10572139300,0.11815920400,0.72636815900,0.23125000000,0.01875000000,0.75625000000,105626,79104,0.11200000000,0.42335766400,0.43103448300,0.13793103400,0.37931034500,0.00000000000
381,199,4722,5482,6433,6433,Hillside / Ste-Catherine,45.48282603000,-73.59084338000,27.54773869000,511,0,387,773,202,0.00000000000,0.00000000000,637,0.00000000000,Hillside / Ste-Catherine,45.48282600000,-73.59084300000,2022,6900,6900.00000000000,637.00000000000,1060,45.48282600000,-73.59084300000,2022,297698,5038100,511,297698.00000000000,5038100.00000000000,297698.00000000000,5038100.00000000000,1063,24663257,Montr?Ñal,24663257,3027,24663257,953,2943.20000000000,0.12067156300,0.13116474300,0.18887723000,0.55928646400,0.22222222200,0.03508771900,0.73684210500,73216,63488,0.20300000000,0.43609022600,0.40845070400,0.19718309900,0.28169014100,0.07042253500
382,199,9401,11349,6434,6434,Victoria / de Maisonneuve,45.47742856000,-73.60016942000,57.03015075000,414,0,388,775,202,0.00000000000,0.00000000000,638,0.00000000000,Victoria / de Maisonneuve,45.47742900000,-73.60016900000,2022,12181,12181.00000000000,638.00000000000,1061,45.47742900000,-73.60016900000,2022,296969,5037500,414,296969.00000000000,5037500.00000000000,296969.00000000000,5037500.00000000000,2844,24662148,Montr?Ñal,24662148,1976,24662148,708,5279.60000000000,0.15536723200,0.13418079100,0.26129943500,0.44915254200,0.25833333300,0.02500000000,0.67500000000,59520,48768,0.27500000000,0.47428571400,0.43902439000,0.41463414600,0.09756097600,0.04878048800
383,199,5543,7047,6435,6435,Victoria Hall,45.48129147000,-73.60033035000,35.41206030000,161,0,389,777,202,0.00000000000,0.00000000000,639,0.00000000000,Victoria Hall,45.48129100000,-73.60033000000,2022,7876,7876.00000000000,639.00000000000,1062,45.48129100000,-73.60033000000,2022,296957,5037930,161,296957.00000000000,5037930.00000000000,296957.00000000000,5037930.00000000000,2842,24662145,Montr?Ñal,24662145,1974,24662145,445,2786.50000000000,0.12359550600,0.11235955100,0.22471910100,0.53932584300,0.41573033700,0.03370786500,0.55056179800,66176,54720,0.18300000000,0.43956044000,0.37500000000,0.40625000000,0.18750000000,0.06250000000
384,197,3182,4054,6436,6436,Argyle / Sherbrooke,45.48580087000,-73.59579743000,20.57868020000,179,0,390,779,201,0.00000000000,0.00000000000,776,0.00000000000,de la C??te St-Antoine / Argyle,45.48624100000,-73.59572770000,2022,5526,5526.00000000000,776.00000000000,1130,45.48624100000,-73.59572770000,2022,297317,5038480,179,297314.50000000000,5038460.00000000000,297314.50000000000,5038460.00000000000,1469,24661069,Montr?Ñal,24661069,992,24661069,666,6727.30000000000,0.17267267300,0.21771771800,0.21771771800,0.39189189200,0.19548872200,0.01503759400,0.78195488700,98816,78592,0.14300000000,0.43961352700,0.46341463400,0.24390243900,0.17073170700,0.09756097600
385,192,5393,18712,6501,6501,Metro Jean-Drapeau (Chemin Macdonald),45.51280058000,-73.53111595000,97.45833333000,749,0,391,781,200,0.00000000000,0.00000000000,860,0.00000000000,Parc Jean-Drapeau (Chemin Macdonald),45.51280060000,-73.53111590000,2022,31167,31167.00000000000,860.00000000000,1153,45.51280060000,-73.53111590000,2022,302369,5041430,749,302369.00000000000,5041430.00000000000,302369.00000000000,5041430.00000000000,1102,24663335,Montr?Ñal,24663335,3094,24663335,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
386,198,1649,4476,6502,6502,Casino de Montr?Ñal,45.50637320000,-73.52457672000,22.60606061000,382,0,392,783,199,0.00000000000,0.00000000000,525,0.00000000000,Casino de Montr?Ñal,45.50637300000,-73.52457700000,2022,5264,5264.00000000000,525.00000000000,967,45.50637300000,-73.52457700000,2022,302880,5040720,382,302880.00000000000,5040720.00000000000,302880.00000000000,5040720.00000000000,1102,24663335,Montr?Ñal,24663335,3094,24663335,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
387,199,8846,10168,6503,6503,M?Ñtro Parc  (Ogilvy / Hutchison),45.53035130000,-73.62439245000,51.09547739000,259,0,393,785,202,0.00000000000,0.00000000000,771,0.00000000000,M?Ñtro Parc  (Hutchison / Ogilvy),45.53035130000,-73.62439240000,2022,15828,15828.00000000000,771.00000000000,1127,45.53035130000,-73.62439240000,2022,295084,5043390,259,295084.00000000000,5043390.00000000000,295084.00000000000,5043390.00000000000,2341,24661522,Montr?Ñal,24661522,1394,24661522,897,9824.80000000000,0.20624303200,0.18952062400,0.34002229700,0.26421404700,0.27011494300,0.13218390800,0.51724137900,41984,39808,0.40800000000,0.28104575200,0.34545454500,0.49090909100,0.09090909100,0.00000000000
388,190,1546,4190,6504,6504,La Ronde,45.52156537000,-73.53533238000,22.05263158000,194,0,394,787,188,0.00000000000,0.00000000000,628,0.00000000000,La Ronde,45.52156500000,-73.53533200000,2022,4414,4414.00000000000,628.00000000000,1052,45.52156500000,-73.53533200000,2022,302040,5042410,194,302040.00000000000,5042410.00000000000,302040.00000000000,5042410.00000000000,1102,24663335,Montr?Ñal,24663335,3094,24663335,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
389,198,3288,3914,6700,6700,de la Salle / Ste-Catherine,45.54996329000,-73.53443384000,19.76767677000,14,0,395,789,202,0.00000000000,0.00000000000,1071,0.00000000000,Letourneux / Ste-Catherine,45.55078360000,-73.53410000000,2022,8814,8814.00000000000,1071.00000000000,1277,45.55078360000,-73.53410000000,2022,302137,5045650,14,302124.00000000000,5045605.00000000000,302124.00000000000,5045605.00000000000,1997,24661737,Montr?Ñal,24661737,1593,24661737,407,14640.30000000000,0.12285012300,0.22113022100,0.33169533200,0.32432432400,0.00000000000,0.42682926800,0.56097561000,36800,33184,0.35400000000,0.22549019600,0.40540540500,0.45945945900,0.10810810800,0.08108108100
390,199,8753,11151,6701,6701,Stanley / Sherbrooke,45.50104111000,-73.57717752000,56.03517588000,594,0,396,791,20,0.00000000000,0.00000000000,392,0.00000000000,Stanley / Sherbrooke,45.50104100000,-73.57717800000,2022,741,741.00000000000,392.00000000000,859,45.50104100000,-73.57717800000,2022,298769,5040130,594,298769.00000000000,5040130.00000000000,298769.00000000000,5040130.00000000000,875,24661104,Montr?Ñal,24661104,1010,24661104,1446,6626.90000000000,0.04495159100,0.51521438500,0.21784232400,0.22199170100,0.38062283700,0.02422145300,0.58131487900,22272,20800,0.53700000000,0.40936863500,0.31372549000,0.30392156900,0.40196078400,0.00000000000
391,186,2238,2706,6702,6702,M?Ñtro Assomption (Chauveau / de l'Assomption),45.56978900000,-73.54808100000,14.54838710000,393,0,397,793,202,0.00000000000,0.00000000000,162,0.00000000000,M?Ñtro Assomption (Chauveau / de l'Assomption),45.56978900000,-73.54808100000,2022,4912,4912.00000000000,162.00000000000,662,45.56978900000,-73.54808100000,2022,301047,5047770,393,301047.00000000000,5047770.00000000000,301047.00000000000,5047770.00000000000,2769,24661709,Montr?Ñal,24661709,1567,24661709,1207,2164.20000000000,0.04971002500,0.06628003300,0.12841756400,0.75559237800,0.01129943500,0.50282485900,0.48022598900,42496,37184,0.23700000000,0.22009569400,0.65789473700,0.28947368400,0.05263157900,0.00000000000
392,196,5973,9819,6703,6703,Jardin Botanique (Pie-IX / Sherbrooke),45.55500446000,-73.55535507000,50.09693878000,177,0,398,795,201,0.00000000000,0.00000000000,600,0.00000000000,Jardin Botanique (Pie-IX / Sherbrooke),45.55494700000,-73.55529500000,2022,20621,20621.00000000000,600.00000000000,1031,45.55494700000,-73.55529500000,2022,300483,5046120,177,300480.50000000000,5046120.00000000000,300480.50000000000,5046120.00000000000,102,24663329,Montr?Ñal,24663329,3088,24663329,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
393,198,4265,4877,6704,6704,19e avenue / St-Zotique,45.56159400000,-73.58564300000,24.63131313000,772,0,399,797,202,0.00000000000,0.00000000000,635,0.00000000000,19e avenue / St-Zotique,45.56159400000,-73.58564300000,2022,8360,8360.00000000000,635.00000000000,1058,45.56159400000,-73.58564300000,2022,298114,5046860,772,298114.00000000000,5046860.00000000000,298114.00000000000,5046860.00000000000,2730,24661669,Montr?Ñal,24661669,1529,24661669,518,3545.50000000000,0.20270270300,0.16409266400,0.27992278000,0.35328185300,0.02884615400,0.42307692300,0.52884615400,54912,49664,0.17800000000,0.28181818200,0.70000000000,0.27500000000,0.00000000000,0.05000000000
394,198,2553,2917,6705,6705,5e avenue / Bannantyne,45.45636500000,-73.57614000000,14.73232323000,385,0,400,799,201,0.00000000000,0.00000000000,194,0.00000000000,5e avenue / Bannantyne,45.45636500000,-73.57614000000,2022,4969,4969.00000000000,194.00000000000,691,45.45636500000,-73.57614000000,2022,298845,5035160,385,298845.00000000000,5035160.00000000000,298845.00000000000,5035160.00000000000,1012,24661174,Montr?Ñal,24661174,1077,24661174,551,21274.10000000000,0.12704174200,0.25408348500,0.34482758600,0.27404718700,0.08108108100,0.28828828800,0.62162162200,46336,40960,0.23600000000,0.22480620200,0.37878787900,0.51515151500,0.12121212100,0.00000000000
395,199,3326,3791,6706,6706,Beatty / de Verdun,45.45072998000,-73.57257485000,19.05025126000,588,0,401,801,202,0.00000000000,0.00000000000,189,0.00000000000,Beatty / de Verdun,45.45073000000,-73.57257500000,2022,7280,7280.00000000000,189.00000000000,686,45.45073000000,-73.57257500000,2022,299123,5034540,588,299123.00000000000,5034540.00000000000,299123.00000000000,5034540.00000000000,1007,24661169,Montr?Ñal,24661169,1072,24661169,750,15337.40000000000,0.20666666700,0.18666666700,0.28666666700,0.32000000000,0.08666666700,0.29333333300,0.62666666700,58368,50432,0.17300000000,0.25949367100,0.45901639300,0.45901639300,0.08196721300,0.00000000000
396,199,4070,4658,6707,6707,M?Ñtro Jolicoeur (Drake / de S?Ðve),45.45608546000,-73.58193710000,23.40703518000,150,0,402,803,201,0.00000000000,0.00000000000,778,0.00000000000,M?Ñtro Jolicoeur (de S?Ðve / Drake),45.45608550000,-73.58193710000,2022,6079,6079.00000000000,778.00000000000,1131,45.45608550000,-73.58193710000,2022,298392,5035130,150,298392.00000000000,5035130.00000000000,298392.00000000000,5035130.00000000000,17,24661023,Montr?Ñal,24661023,951,24661023,482,6243.50000000000,0.11410788400,0.19709543600,0.28008298800,0.40871369300,0.14583333300,0.23958333300,0.59375000000,49024,45760,0.19800000000,0.30252100800,0.60000000000,0.32500000000,0.05000000000,0.05000000000
398,199,4033,4801,6709,6709,Le Caron / Marc-Sauvalle,45.46168500000,-73.58403900000,24.12562814000,334,0,403,805,202,0.00000000000,0.00000000000,201,0.00000000000,Parc St-Paul (Le Caron / Marc-Sauvalle),45.46168500000,-73.58403900000,2022,8506,8506.00000000000,201.00000000000,697,45.46168500000,-73.58403900000,2022,298228,5035750,334,298228.00000000000,5035750.00000000000,298228.00000000000,5035750.00000000000,19,24661025,Montr?Ñal,24661025,953,24661025,531,7364.80000000000,0.12241054600,0.23540489600,0.31073446300,0.33145009400,0.04672897200,0.29906542100,0.64485981300,50304,44160,0.18700000000,0.24806201600,0.38805970100,0.52238806000,0.04477611900,0.00000000000
399,198,2176,2597,6710,6710,Chambord / Fleury,45.55982812000,-73.65832508000,13.11616162000,196,0,404,807,202,0.00000000000,0.00000000000,230,0.00000000000,Chambord / Fleury,45.55982800000,-73.65832500000,2022,4224,4224.00000000000,230.00000000000,720,45.55982800000,-73.65832500000,2022,292440,5046670,196,292440.00000000000,5046670.00000000000,292440.00000000000,5046670.00000000000,3201,24662578,Montr?Ñal,24662578,2376,24662578,537,8510.30000000000,0.14897579100,0.13035381800,0.24208566100,0.47858473000,0.00000000000,0.41666666700,0.56481481500,54912,46976,0.18500000000,0.27343750000,0.39583333300,0.47916666700,0.08333333300,0.06250000000
400,196,2986,3561,6711,6711,Alexandra / Waverly,45.53193800000,-73.61784200000,18.16836735000,37,0,405,809,201,0.00000000000,0.00000000000,888,0.00000000000,Mozart / Waverly,45.53156510000,-73.61694640000,2022,4948,4948.00000000000,888.00000000000,1165,45.53156510000,-73.61694640000,2022,295666,5043520,37,295631.00000000000,5043540.00000000000,295631.00000000000,5043540.00000000000,2339,24661520,Montr?Ñal,24661520,1392,24661520,957,8110.20000000000,0.13061651000,0.17763845400,0.45977011500,0.23197492200,0.05759162300,0.18324607300,0.74869109900,68864,57600,0.13100000000,0.41946308700,0.37068965500,0.41379310300,0.12068965500,0.11206896600
401,196,2166,3342,6712,6712,LaSalle / Crawford,45.43791380000,-73.58274043000,17.05102041000,145,0,406,811,201,0.00000000000,0.00000000000,186,0.00000000000,LaSalle / Crawford,45.43791400000,-73.58274000000,2022,4061,4061.00000000000,186.00000000000,683,45.43791400000,-73.58274000000,2022,298327,5033110,145,298327.00000000000,5033110.00000000000,298327.00000000000,5033110.00000000000,2904,24662118,Montr?Ñal,24662118,1948,24662118,379,5804.00000000000,0.17150395800,0.15831134600,0.23746701800,0.43271767800,0.09210526300,0.18421052600,0.71052631600,83883,68181,0.06700000000,0.40196078400,0.56410256400,0.41025641000,0.00000000000,0.00000000000
402,171,1964,2367,6713,6713,29e avenue / St-Zotique,45.56776565000,-73.57968807000,13.84210526000,480,0,407,813,202,0.00000000000,0.00000000000,561,0.00000000000,29e avenue / St-Zotique,45.56776600000,-73.57968800000,2022,5478,5478.00000000000,561.00000000000,996,45.56776600000,-73.57968800000,2022,298580,5047540,480,298580.00000000000,5047540.00000000000,298580.00000000000,5047540.00000000000,2360,24661677,Montr?Ñal,24661677,1537,24661677,417,17160.50000000000,0.19184652300,0.19184652300,0.38369304600,0.23261390900,0.04819277100,0.51807228900,0.43373494000,43328,38528,0.29800000000,0.19736842100,0.45714285700,0.48571428600,0.00000000000,0.00000000000
403,183,712,1531,6714,6714,LaSalle / 90e avenue,45.41714742000,-73.64422470000,8.36612021900,94,0,408,815,178,0.00000000000,0.00000000000,9,0.00000000000,LaSalle / 90e avenue,45.41729400000,-73.64430000000,2022,1394,1394.00000000000,9.00000000000,619,45.41729400000,-73.64430000000,2022,293506,5030830,94,293509.00000000000,5030820.00000000000,293509.00000000000,5030820.00000000000,762,24660946,Montr?Ñal,24660946,875,24660946,544,5511.70000000000,0.15625000000,0.19301470600,0.29411764700,0.35661764700,0.15596330300,0.21100917400,0.61467889900,56128,49195,0.23100000000,0.25925925900,0.71153846200,0.25000000000,0.03846153800,0.00000000000
